Year,Team,League,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,W,L,ERA,GS,SV,SVO,IP,H,R,ER,HR,BB,SO,AVG,WHIP,GS,INN,TC,PO,A,E,DP,SB,CS,SBPCT,PB,C_WP,FPCT,DER,Result
2003,Chicago White Sox,0,5487,791,1445,303,19,220,766,519,916,77,29,0.263,0.331,0.446,0.777,86,76,4.17,162,36,53,1431,1364,715,663,162,518,1056,0.253,1.32,1458,12879,5974,4293,1588,93,154,58,29,0.667,13,39,0.984,0.705,-1
2003,Cincinnati Reds,1,5509,694,1349,239,21,182,669,524,1326,80,34,0.245,0.318,0.395,0.713,69,93,5.09,162,38,64,1446.1,1578,886,818,209,590,932,0.278,1.5,1458,13017,6180,4339,1700,141,152,77,28,0.733,9,46,0.977,0.688,-1
2003,Cleveland Indians,0,5572,699,1413,296,26,158,660,466,1062,86,61,0.254,0.316,0.401,0.717,68,94,4.21,162,34,59,1459.1,1477,778,682,179,501,943,0.264,1.36,1458,13134,6284,4378,1780,126,178,84,43,0.661,11,49,0.98,0.699,-1
2003,Colorado Rockies,1,5518,853,1472,330,31,198,814,619,1134,63,37,0.267,0.344,0.445,0.79,74,88,5.2,162,34,54,1420,1629,892,821,200,552,866,0.29,1.54,1458,12780,6161,4260,1785,116,165,73,42,0.635,11,48,0.981,0.678,-1
2003,Detroit Tigers,0,5466,591,1312,201,39,153,553,443,1099,98,63,0.24,0.3,0.375,0.675,43,119,5.3,162,27,46,1438.2,1616,928,847,195,557,764,0.286,1.51,1458,12948,6267,4316,1813,138,194,128,54,0.703,11,52,0.978,0.685,-1
2003,Florida Marlins,1,5490,751,1459,292,44,157,709,515,978,150,74,0.266,0.333,0.421,0.754,91,71,4.04,162,36,49,1445.1,1415,692,648,128,530,1132,0.258,1.35,1458,13008,6004,4336,1590,78,162,70,25,0.737,11,51,0.987,0.692,-1
2003,Houston Astros,1,5583,805,1466,308,30,191,763,557,1021,66,30,0.263,0.336,0.431,0.767,87,75,3.86,162,50,64,1450,1350,677,622,161,565,1139,0.248,1.32,1458,13050,6155,4350,1710,95,149,86,48,0.642,4,40,0.985,0.704,1
2003,Kansas City Royals,0,5568,836,1526,288,39,162,781,476,926,120,42,0.274,0.336,0.427,0.763,83,79,5.05,162,36,64,1438.2,1569,867,808,190,566,865,0.279,1.48,1458,12948,6129,4316,1705,108,143,95,42,0.693,8,60,0.982,0.69,-1
2003,Los Angeles Dodgers,1,5458,574,1328,260,25,124,544,407,985,80,36,0.243,0.303,0.368,0.671,85,77,3.16,162,58,66,1457.2,1254,556,511,127,526,1289,0.234,1.22,1458,13119,6302,4373,1810,119,164,117,75,0.609,8,50,0.981,0.703,1
2003,Milwaukee Brewers,1,5548,714,1423,266,24,196,685,547,1221,99,39,0.256,0.329,0.419,0.748,68,94,5.02,162,44,71,1452,1590,873,810,219,575,1034,0.279,1.49,1458,13068,6087,4356,1617,114,142,100,37,0.73,14,57,0.981,0.683,-1
2003,Minnesota Twins,0,5655,801,1567,318,45,155,755,512,1027,94,44,0.277,0.341,0.431,0.772,90,72,4.41,162,45,64,1462,1526,758,716,187,402,997,0.268,1.32,1458,13158,5954,4386,1481,87,114,70,27,0.722,10,62,0.985,0.7,1
2003,Montreal Expos,1,5437,711,1404,294,25,144,682,522,990,100,39,0.258,0.326,0.401,0.727,83,79,4.01,162,42,60,1437.2,1467,716,640,181,463,1028,0.264,1.34,1458,12939,6147,4313,1732,102,152,40,38,0.513,11,71,0.983,0.695,-1
2003,Oakland Athletics,0,5497,768,1398,317,24,176,742,556,898,48,14,0.254,0.327,0.417,0.743,96,66,3.63,162,48,60,1441.2,1336,643,582,140,499,1018,0.246,1.27,1458,12975,6211,4325,1779,107,145,91,43,0.679,9,41,0.983,0.712,-1
2003,Philadelphia Phillies,1,5543,791,1448,325,27,166,757,651,1155,72,29,0.261,0.343,0.419,0.762,86,76,4.04,162,33,51,1443.2,1386,697,648,142,536,1060,0.253,1.33,1458,12993,6122,4331,1694,97,146,112,24,0.824,16,53,0.984,0.703,-1
2003,Pittsburgh Pirates,1,5581,753,1492,275,45,163,711,529,1049,86,37,0.267,0.338,0.42,0.758,75,87,4.64,162,44,68,1444.1,1527,801,744,178,502,926,0.272,1.4,1458,12999,6300,4333,1844,123,159,69,26,0.726,10,50,0.98,0.691,-1
2003,San Diego Padres,1,5531,678,1442,257,32,128,641,565,1073,76,39,0.261,0.333,0.388,0.721,64,98,4.87,162,31,49,1431.1,1458,831,774,208,611,1091,0.264,1.45,1458,12882,6030,4294,1634,102,141,95,25,0.792,15,64,0.983,0.696,-1
2003,Seattle Mariners,0,5561,795,1509,290,33,139,759,586,989,108,37,0.271,0.344,0.41,0.754,93,69,3.76,162,38,52,1441,1340,637,602,173,466,1001,0.247,1.25,1458,12969,5838,4323,1450,65,159,62,32,0.66,12,35,0.989,0.72,-1
2003,St. Louis Cardinals,1,5672,876,1580,342,32,196,827,580,952,82,32,0.279,0.35,0.454,0.804,85,77,4.6,162,41,71,1463.2,1544,796,748,210,508,969,0.271,1.4,1458,13173,6112,4391,1644,77,138,55,24,0.696,7,53,0.987,0.7,1
2003,Tampa Bay Devil Rays,0,5654,715,1501,298,38,137,678,420,1030,142,42,0.265,0.32,0.404,0.724,63,99,4.93,162,30,55,1436.2,1454,852,787,196,639,877,0.264,1.46,1458,12930,5993,4310,1580,103,158,65,41,0.613,9,65,0.983,0.708,-1
2003,Texas Rangers,0,5664,826,1506,274,36,239,799,488,1052,65,25,0.266,0.33,0.454,0.784,71,91,5.67,162,43,63,1433.1,1625,969,903,208,603,1009,0.288,1.55,1458,12900,6097,4300,1703,94,168,96,45,0.681,11,51,0.985,0.675,-1
2003,Toronto Blue Jays,0,5661,894,1580,357,33,190,853,546,1081,37,25,0.279,0.349,0.455,0.803,86,76,4.69,162,35,52,1435,1560,826,748,184,485,984,0.276,1.43,1458,12915,6164,4305,1742,117,161,126,32,0.797,10,56,0.981,0.681,-1
2003,New York Mets,1,5341,642,1317,262,24,124,607,489,1035,70,31,0.247,0.314,0.374,0.688,66,95,4.48,161,38,53,1413.1,1497,754,704,168,576,907,0.273,1.47,1449,12720,6013,4240,1655,118,158,98,52,0.653,5,45,0.98,0.688,-1
2003,San Francisco Giants,1,5456,755,1440,281,29,180,713,593,980,53,37,0.264,0.338,0.425,0.763,100,61,3.73,161,43,60,1437.1,1349,638,595,136,546,1006,0.25,1.32,1449,12936,6067,4312,1675,80,163,67,29,0.698,8,68,0.987,0.709,-1
2002,Anaheim Angels,0,63,3.69,162,162,54,70,1452.1,1345,644,595,169,509,999,0.247,1.28,99,63,3.69,162,54,70,1452.1,1345,644,595,169,509,999,0.247,1.28,1458,13071,6019,4357,1575,87,151,78,51,0.605,7,52,0.986,0.719,-1
2002,Arizona Diamondbacks,1,64,3.92,162,162,40,59,1446.2,1361,674,630,170,421,1303,0.247,1.23,98,64,3.92,162,40,59,1446.2,1361,674,630,170,421,1303,0.247,1.23,1458,13020,5935,4340,1506,89,117,77,43,0.642,13,48,0.985,0.696,-1
2002,Baltimore Orioles,0,95,4.46,162,162,31,46,1450.2,1491,773,719,208,549,967,0.266,1.41,67,95,4.46,162,31,46,1450.2,1491,773,719,208,549,967,0.266,1.41,1458,13056,6163,4352,1720,91,173,103,44,0.701,22,54,0.985,0.703,-1
2002,Boston Red Sox,0,69,3.75,162,162,51,68,1446,1339,665,603,146,430,1157,0.246,1.22,93,69,3.75,162,51,68,1446,1339,665,603,146,430,1157,0.246,1.22,1458,13014,6087,4338,1645,104,140,118,50,0.702,20,31,0.983,0.703,1
2002,Chicago Cubs,1,95,4.29,162,162,23,48,1441.1,1373,759,687,167,606,1333,0.253,1.37,67,95,4.29,162,23,48,1441.1,1373,759,687,167,606,1333,0.253,1.37,1458,12972,5938,4324,1500,114,144,112,54,0.675,15,44,0.981,0.685,1
2002,Chicago White Sox,0,81,4.53,162,162,35,46,1423,1422,798,716,190,528,945,0.26,1.37,81,81,4.53,162,35,46,1423,1422,798,716,190,528,945,0.26,1.37,1458,12807,5961,4269,1595,97,157,99,38,0.723,9,54,0.984,0.706,-1
2002,Cincinnati Reds,1,84,4.27,162,162,42,57,1453.2,1502,774,690,173,550,980,0.269,1.41,78,84,4.27,162,42,57,1453.2,1502,774,690,173,550,980,0.269,1.41,1458,13083,6254,4361,1773,120,169,67,42,0.615,28,52,0.981,0.692,-1
2002,Cleveland Indians,0,88,4.91,162,162,34,53,1424.2,1508,837,777,142,603,1058,0.274,1.48,74,88,4.91,162,34,53,1424.2,1508,837,777,142,603,1058,0.274,1.48,1457,12822,6049,4274,1662,113,161,126,59,0.681,15,52,0.981,0.675,-1
2002,Colorado Rockies,1,89,5.2,162,162,43,59,1426.2,1554,898,825,225,582,920,0.277,1.5,73,89,5.2,162,43,59,1426.2,1554,898,825,225,582,920,0.277,1.5,1458,12840,6093,4280,1701,112,158,87,23,0.791,12,42,0.982,0.693,-1
2002,Florida Marlins,1,83,4.36,162,162,36,55,1456.1,1449,763,706,151,631,1104,0.262,1.43,79,83,4.36,162,36,55,1456.1,1449,763,706,151,631,1104,0.262,1.43,1458,13107,6111,4369,1636,106,163,93,61,0.604,6,55,0.983,0.691,1
2002,Houston Astros,1,78,4,162,162,43,58,1445,1423,695,642,151,546,1219,0.26,1.36,84,78,4,162,43,58,1445,1423,695,642,151,546,1219,0.26,1.36,1458,13005,6081,4335,1663,83,149,104,36,0.743,5,38,0.986,0.687,-1
2002,Kansas City Royals,0,100,5.21,162,162,30,54,1441,1587,891,834,212,572,909,0.281,1.5,62,100,5.21,162,30,54,1441,1587,891,834,212,572,909,0.281,1.5,1458,12969,6155,4323,1702,130,153,90,36,0.714,8,68,0.979,0.689,-1
2002,Los Angeles Dodgers,1,70,3.69,162,162,56,71,1457.2,1311,643,598,165,555,1132,0.242,1.28,92,70,3.69,162,56,71,1457.2,1311,643,598,165,555,1132,0.242,1.28,1458,13119,6149,4373,1686,90,134,110,53,0.675,12,33,0.985,0.717,-1
2002,Milwaukee Brewers,1,106,4.73,162,162,32,42,1432.1,1468,821,752,199,666,1026,0.268,1.49,56,106,4.73,162,32,42,1432.1,1468,821,752,199,666,1026,0.268,1.49,1458,12891,6033,4297,1633,103,154,109,49,0.69,12,64,0.983,0.697,-1
2002,Montreal Expos,1,79,3.97,162,162,39,59,1453,1475,718,641,165,508,1088,0.265,1.36,83,79,3.97,162,39,59,1453,1475,718,641,165,508,1088,0.265,1.36,1458,13077,6297,4359,1799,139,160,85,44,0.659,12,51,0.978,0.685,-1
2002,Oakland Athletics,0,59,3.68,162,162,48,68,1452,1391,654,593,135,474,1021,0.252,1.28,103,59,3.68,162,48,68,1452,1391,654,593,135,474,1021,0.252,1.28,1458,13068,6256,4356,1798,102,144,68,46,0.596,9,40,0.984,0.703,1
2002,San Diego Padres,1,96,4.62,162,162,40,62,1436.1,1522,815,737,177,582,1108,0.274,1.46,66,96,4.62,162,40,62,1436.1,1522,815,737,177,582,1108,0.274,1.46,1458,12927,6118,4309,1681,128,162,76,40,0.655,14,51,0.979,0.677,-1
2002,San Francisco Giants,1,66,3.54,162,162,43,60,1437.1,1349,616,566,116,523,992,0.251,1.3,95,66,3.54,162,43,60,1437.1,1349,616,566,116,523,992,0.251,1.3,1458,12936,6032,4312,1630,90,166,87,36,0.707,7,36,0.985,0.707,1
2002,Seattle Mariners,0,69,4.07,162,162,43,64,1445.1,1422,699,654,178,441,1063,0.257,1.29,93,69,4.07,162,43,64,1445.1,1422,699,654,178,441,1063,0.257,1.29,1457,13008,5939,4336,1515,88,134,66,35,0.653,7,42,0.985,0.704,-1
2002,St. Louis Cardinals,1,65,3.7,162,162,42,63,1446.1,1355,648,595,141,547,1009,0.251,1.32,97,65,3.7,162,42,63,1446.1,1355,648,595,141,547,1009,0.251,1.32,1458,13017,6116,4339,1674,103,168,86,34,0.717,9,40,0.983,0.711,-1
2002,Texas Rangers,0,90,5.15,162,162,33,65,1439.2,1528,882,824,194,669,1030,0.272,1.53,72,90,5.15,162,33,65,1439.2,1528,882,824,194,669,1030,0.272,1.53,1458,12957,6101,4319,1683,99,152,74,28,0.725,11,84,0.984,0.689,-1
2002,Toronto Blue Jays,0,84,4.8,162,162,41,70,1438.1,1504,828,767,177,590,991,0.269,1.46,78,84,4.8,162,41,70,1438.1,1504,828,767,177,590,991,0.269,1.46,1457,12945,6035,4315,1613,107,159,107,41,0.723,18,57,0.982,0.692,-1
2002,Atlanta Braves,1,59,3.13,161,161,57,71,1467.1,1302,565,511,123,554,1058,0.24,1.26,101,59,3.13,161,57,71,1467.1,1302,565,511,123,554,1058,0.24,1.26,1449,13206,6338,4402,1822,114,170,96,55,0.636,12,40,0.982,0.713,1
2002,Detroit Tigers,0,106,4.92,161,161,33,53,1414,1593,864,773,163,463,794,0.285,1.45,55,106,4.92,161,33,53,1414,1593,864,773,163,463,794,0.285,1.45,1449,12726,6103,4242,1719,142,148,72,34,0.679,23,59,0.977,0.681,-1
2002,Minnesota Twins,0,67,4.12,161,161,47,65,1444.2,1454,712,662,184,439,1026,0.261,1.31,94,67,4.12,161,47,65,1444.2,1454,712,662,184,439,1026,0.261,1.31,1449,13002,5830,4334,1422,74,124,57,27,0.679,5,62,0.987,0.704,1
2002,New York Mets,1,86,3.89,161,161,36,51,1442.2,1408,703,624,163,543,1107,0.256,1.35,75,86,3.89,161,36,51,1442.2,1408,703,624,163,543,1107,0.256,1.35,1449,12984,6100,4328,1628,144,138,151,53,0.74,11,22,0.976,0.694,-1
2002,New York Yankees,0,58,3.87,161,161,53,69,1452,1441,697,625,144,403,1135,0.256,1.27,103,58,3.87,161,53,69,1452,1441,697,625,144,403,1135,0.256,1.27,1449,13068,6007,4356,1524,127,117,92,39,0.702,10,59,0.979,0.689,1
2002,Philadelphia Phillies,1,81,4.17,161,161,47,71,1449.2,1381,724,671,153,570,1075,0.252,1.35,80,81,4.17,161,47,71,1449.2,1381,724,671,153,570,1075,0.252,1.35,1449,13047,6137,4349,1700,88,156,74,34,0.685,12,68,0.986,0.706,-1
2002,Pittsburgh Pirates,1,89,4.23,161,161,47,66,1412.2,1447,730,664,163,572,920,0.268,1.43,72,89,4.23,161,47,66,1412.2,1447,730,664,163,572,920,0.268,1.43,1449,12714,6252,4238,1899,115,177,94,44,0.681,12,34,0.982,0.693,-1
2002,Tampa Bay Devil Rays,0,106,5.29,161,161,25,46,1440.1,1567,918,846,215,620,925,0.279,1.52,55,106,5.29,161,25,46,1440.1,1567,918,846,215,620,925,0.279,1.52,1449,12963,6014,4321,1567,126,168,92,53,0.634,13,62,0.979,0.687,-1
2001,Anaheim Angels,0,5551,691,1447,275,26,158,662,494,1001,116,52,0.261,0.327,0.405,0.732,75,87,4.2,162,43,60,1437.2,1452,730,671,168,525,947,0.263,1.38,1458,12939,6106,4313,1690,103,142,109,59,0.649,16,46,0.983,0.697,1
2001,Arizona Diamondbacks,1,5595,818,1494,284,35,208,776,587,1052,71,38,0.267,0.341,0.442,0.783,92,70,3.87,162,34,50,1459.2,1352,677,627,195,461,1297,0.247,1.24,1458,13137,6022,4379,1559,84,148,107,55,0.66,12,45,0.986,0.702,1
2001,Atlanta Braves,1,5498,729,1432,263,24,174,696,493,1039,85,46,0.26,0.324,0.412,0.736,88,74,3.59,162,41,63,1447.1,1363,643,578,153,499,1133,0.25,1.29,1457,13026,6081,4342,1636,103,133,102,50,0.671,9,41,0.983,0.701,1
2001,Baltimore Orioles,0,5472,687,1359,262,24,136,663,514,989,133,53,0.248,0.319,0.38,0.699,63,98,4.67,162,31,50,1432.1,1504,829,744,194,528,938,0.269,1.42,1456,12891,6021,4297,1599,125,137,157,51,0.755,15,37,0.979,0.694,-1
2001,Chicago Cubs,1,5406,777,1409,268,32,194,748,577,1077,67,36,0.261,0.336,0.43,0.766,88,74,4.03,162,41,60,1437,1357,701,643,164,550,1344,0.249,1.33,1458,12933,5913,4311,1493,109,113,106,46,0.697,13,48,0.982,0.69,-1
2001,Chicago White Sox,0,5464,798,1463,300,29,214,770,520,998,123,59,0.268,0.334,0.451,0.785,83,79,4.55,162,51,71,1433.1,1465,795,725,181,500,921,0.266,1.37,1458,12900,6149,4300,1731,118,149,107,40,0.728,13,57,0.981,0.7,-1
2001,Cincinnati Reds,1,5583,735,1464,304,22,176,690,468,1172,103,54,0.262,0.324,0.419,0.744,66,96,4.77,162,35,55,1442.2,1572,850,765,198,515,943,0.279,1.45,1458,12984,6199,4328,1733,138,136,75,62,0.547,21,53,0.978,0.684,-1
2001,Cleveland Indians,0,5600,897,1559,294,37,212,868,577,1076,79,41,0.278,0.35,0.458,0.807,91,71,4.64,162,42,57,1446.2,1512,821,746,148,573,1218,0.27,1.44,1456,13020,6058,4340,1611,107,137,128,60,0.681,12,58,0.982,0.672,-1
2001,Colorado Rockies,1,5690,923,1663,324,61,213,874,511,1027,132,54,0.292,0.354,0.483,0.837,73,89,5.29,162,26,50,1430,1522,906,841,239,598,1058,0.275,1.48,1458,12870,6081,4290,1695,96,167,100,36,0.735,14,38,0.984,0.692,-1
2001,Detroit Tigers,0,5537,724,1439,291,60,139,691,466,972,133,61,0.26,0.32,0.409,0.73,66,96,5.01,162,34,56,1429.1,1624,876,795,180,553,859,0.289,1.52,1457,12864,6194,4288,1775,131,164,104,50,0.675,30,40,0.979,0.676,-1
2001,Florida Marlins,1,5542,742,1461,325,30,166,713,470,1145,89,40,0.264,0.326,0.423,0.749,76,86,4.32,162,32,49,1438,1397,744,691,151,617,1119,0.257,1.4,1458,12942,6084,4314,1667,103,174,75,51,0.595,10,40,0.983,0.692,-1
2001,Houston Astros,1,5528,847,1500,313,29,208,805,581,1119,64,49,0.271,0.347,0.451,0.798,93,69,4.37,162,48,65,1454.2,1453,769,707,221,486,1228,0.261,1.33,1458,13092,6136,4364,1662,110,138,66,49,0.574,4,42,0.982,0.691,-1
2001,Kansas City Royals,0,5643,729,1503,277,37,152,691,406,898,100,42,0.266,0.318,0.409,0.727,65,97,4.87,162,30,50,1440,1537,858,779,209,576,911,0.276,1.47,1458,12960,6238,4320,1801,117,204,105,45,0.7,10,73,0.981,0.691,-1
2001,Los Angeles Dodgers,1,5493,758,1399,264,27,206,714,519,1062,89,42,0.255,0.323,0.425,0.748,86,76,4.25,162,46,72,1450.2,1387,744,685,184,524,1212,0.252,1.32,1458,13056,6054,4352,1586,116,138,82,51,0.617,9,44,0.981,0.697,-1
2001,Milwaukee Brewers,1,5488,740,1378,273,30,209,712,488,1399,66,36,0.251,0.319,0.426,0.745,68,94,4.64,162,28,45,1436.1,1452,806,740,197,667,1057,0.265,1.48,1457,12927,6141,4309,1729,103,156,93,47,0.664,11,58,0.983,0.698,-1
2001,Minnesota Twins,0,5560,771,1514,328,38,164,717,495,1083,146,67,0.272,0.337,0.433,0.77,85,77,4.51,162,45,64,1441.1,1494,766,722,192,445,965,0.268,1.35,1458,12972,5974,4324,1542,108,118,73,43,0.629,4,58,0.982,0.7,1
2001,Montreal Expos,1,5379,670,1361,320,28,131,622,478,1071,101,51,0.253,0.319,0.396,0.715,68,94,4.68,162,28,46,1431.1,1509,812,745,190,525,1103,0.272,1.42,1456,12882,6023,4294,1621,108,139,128,33,0.795,12,55,0.982,0.684,-1
2001,New York Mets,1,5459,642,1361,273,18,147,608,545,1062,66,48,0.249,0.323,0.387,0.71,82,80,4.07,162,48,64,1445.2,1418,713,654,186,438,1191,0.257,1.28,1457,13011,6014,4337,1576,101,132,131,40,0.766,11,53,0.983,0.695,-1
2001,Oakland Athletics,0,5573,884,1469,334,22,199,835,640,1021,68,29,0.264,0.345,0.439,0.784,102,60,3.59,162,44,67,1463.1,1384,645,583,153,440,1117,0.249,1.25,1458,13170,6271,4390,1756,125,151,124,55,0.693,4,42,0.98,0.702,1
2001,Philadelphia Phillies,1,5497,746,1431,295,29,164,708,551,1125,153,47,0.26,0.329,0.414,0.743,86,76,4.15,162,47,71,1445.1,1417,719,667,170,527,1086,0.259,1.35,1458,13008,6030,4336,1603,91,145,57,32,0.64,9,40,0.985,0.701,-1
2001,Pittsburgh Pirates,1,5398,657,1333,256,25,161,618,467,1106,93,73,0.247,0.313,0.393,0.706,62,100,5.05,162,36,51,1416.1,1493,858,794,167,549,908,0.272,1.44,1456,12747,6181,4249,1799,133,168,97,37,0.724,9,49,0.978,0.689,-1
2001,San Diego Padres,1,5482,789,1379,273,26,161,753,678,1273,129,44,0.252,0.336,0.399,0.735,79,83,4.52,162,46,66,1440.2,1519,812,724,219,476,1088,0.269,1.38,1458,12966,6074,4322,1607,145,127,94,52,0.644,15,46,0.976,0.686,-1
2001,San Francisco Giants,1,5612,799,1493,304,40,235,775,625,1090,57,42,0.266,0.342,0.46,0.802,90,72,4.18,162,47,63,1463.1,1437,748,680,145,579,1080,0.258,1.38,1458,13170,6158,4390,1650,118,170,86,45,0.656,8,50,0.981,0.693,1
2001,Seattle Mariners,0,5680,927,1637,310,38,169,881,614,989,174,42,0.288,0.36,0.445,0.805,116,46,3.54,162,56,73,1465,1293,627,576,160,465,1051,0.236,1.2,1458,13185,6012,4395,1534,83,137,73,29,0.716,6,40,0.986,0.727,-1
2001,St. Louis Cardinals,1,5450,814,1469,274,32,199,768,529,1089,91,35,0.27,0.339,0.441,0.78,93,69,3.93,162,38,55,1435.1,1389,684,627,196,526,1083,0.256,1.33,1457,12918,6080,4306,1664,110,156,51,37,0.58,7,45,0.982,0.703,1
2001,Tampa Bay Devil Rays,0,5524,672,1426,311,21,121,645,456,1116,115,52,0.258,0.32,0.388,0.707,62,100,4.94,162,30,51,1423.2,1513,887,781,207,569,1030,0.273,1.46,1458,12813,5943,4271,1533,139,144,113,44,0.72,8,75,0.977,0.685,-1
2001,Texas Rangers,0,5685,890,1566,326,23,246,844,548,1093,97,32,0.275,0.344,0.471,0.815,73,89,5.71,162,37,56,1438.1,1670,968,913,222,596,951,0.293,1.58,1457,12945,6067,4315,1638,114,167,79,66,0.545,2,70,0.981,0.672,-1
2001,Toronto Blue Jays,0,5663,767,1489,287,36,195,728,470,1094,156,55,0.263,0.325,0.43,0.755,80,82,4.28,162,41,66,1462.2,1553,753,696,165,490,1041,0.275,1.4,1458,13164,6317,4388,1832,97,184,112,47,0.704,10,33,0.985,0.682,-1
2001,Boston Red Sox,0,5605,772,1493,316,29,198,739,520,1131,46,35,0.266,0.334,0.439,0.773,82,79,4.15,161,48,69,1448,1412,745,667,146,544,1259,0.254,1.35,1449,13032,6015,4344,1558,113,129,223,51,0.814,23,54,0.981,0.684,-1
2001,New York Yankees,0,5577,804,1488,289,20,203,774,519,1035,161,53,0.267,0.334,0.435,0.769,95,65,4.02,161,57,70,1451.1,1429,713,649,158,465,1266,0.257,1.31,1448,13062,5992,4354,1529,109,132,146,45,0.764,21,54,0.982,0.682,1
2000,Cincinnati Reds,1,5635,825,1545,302,36,200,794,559,995,99,38,0.274,0.343,0.447,0.79,85,77,4.33,163,42,54,1456.1,1446,765,700,190,659,1015,0.261,1.45,1467,13107,6121,4370,1640,111,156,81,33,0.711,12,94,0.982,0.704,-1
2000,Milwaukee Brewers,1,5563,740,1366,297,25,177,708,620,1245,72,44,0.246,0.325,0.403,0.729,73,89,4.63,163,29,44,1466.1,1501,826,755,174,728,967,0.269,1.52,1467,13197,6260,4397,1745,118,187,86,58,0.597,12,60,0.981,0.693,-1
2000,Anaheim Angels,0,5628,864,1574,309,34,236,837,608,1024,93,52,0.28,0.352,0.472,0.825,82,80,5.02,162,46,68,1448,1534,869,807,228,662,846,0.273,1.52,1458,13032,6219,4345,1740,134,182,101,56,0.643,6,47,0.978,0.697,-1
2000,Arizona Diamondbacks,1,5527,792,1466,282,44,179,756,535,975,97,44,0.265,0.333,0.429,0.763,85,77,4.35,162,38,56,1443.2,1441,754,698,190,500,1220,0.262,1.34,1458,12993,5975,4331,1537,107,138,102,54,0.654,4,30,0.982,0.688,1
2000,Atlanta Braves,1,5489,810,1490,274,26,179,758,595,1010,148,56,0.271,0.346,0.429,0.775,95,67,4.05,162,53,67,1440.1,1428,714,648,165,484,1093,0.258,1.33,1458,12963,6178,4321,1728,129,138,99,33,0.75,9,23,0.979,0.693,1
2000,Baltimore Orioles,0,5549,794,1508,310,22,184,750,558,900,126,65,0.272,0.341,0.435,0.776,74,88,5.37,162,33,57,1433.1,1547,913,855,202,665,1017,0.275,1.54,1458,12900,5988,4300,1572,116,151,104,31,0.77,6,51,0.981,0.684,-1
2000,Boston Red Sox,0,5630,792,1503,316,32,167,755,611,1019,43,30,0.267,0.341,0.423,0.764,85,77,4.23,162,46,65,1452.2,1433,745,683,173,498,1121,0.257,1.33,1456,13074,6115,4358,1648,109,120,159,47,0.772,27,32,0.982,0.696,-1
2000,Chicago Cubs,1,5577,764,1426,272,23,183,722,632,1120,93,37,0.256,0.335,0.411,0.746,65,97,5.25,162,39,68,1454.2,1505,904,849,231,658,1143,0.268,1.49,1458,13092,6041,4364,1577,100,139,94,52,0.644,6,45,0.983,0.694,-1
2000,Chicago White Sox,0,5646,978,1615,325,33,216,926,591,960,119,42,0.286,0.356,0.47,0.826,95,67,4.66,162,43,67,1450.1,1509,839,751,195,614,1037,0.27,1.46,1458,13053,6166,4350,1683,133,190,79,54,0.594,13,42,0.978,0.682,-1
2000,Cleveland Indians,0,5683,950,1639,310,30,221,889,685,1057,113,34,0.288,0.367,0.47,0.837,90,72,4.84,162,34,57,1442.1,1511,816,775,173,666,1213,0.27,1.51,1458,12981,6065,4326,1667,72,147,109,42,0.722,10,50,0.988,0.68,1
2000,Colorado Rockies,1,5660,968,1664,320,53,161,905,601,907,131,61,0.294,0.362,0.455,0.816,82,80,5.27,162,33,58,1430,1568,897,838,221,588,1001,0.281,1.51,1458,12870,6114,4291,1729,94,176,102,34,0.75,15,40,0.985,0.684,-1
2000,Detroit Tigers,0,5644,823,1553,307,41,177,785,562,982,83,38,0.275,0.343,0.438,0.781,79,83,4.72,162,44,61,1443.1,1583,827,757,177,496,978,0.28,1.44,1457,12990,6188,4330,1753,105,171,55,42,0.567,7,51,0.983,0.679,-1
2000,Houston Astros,1,5570,938,1547,289,36,249,900,673,1129,114,52,0.278,0.361,0.477,0.837,72,90,5.42,162,30,55,1437.2,1596,944,865,234,598,1064,0.281,1.53,1456,12939,6003,4313,1557,133,149,111,32,0.776,6,55,0.978,0.678,1
2000,Kansas City Royals,0,5709,879,1644,281,27,150,831,511,840,121,35,0.288,0.348,0.425,0.773,77,85,5.48,162,29,55,1439.1,1585,930,876,239,693,927,0.282,1.58,1458,12954,6160,4318,1740,102,185,118,38,0.756,7,77,0.983,0.691,-1
2000,Los Angeles Dodgers,1,5481,798,1408,265,28,211,756,668,1083,95,42,0.257,0.341,0.431,0.771,86,76,4.1,162,36,59,1445,1379,729,659,176,600,1154,0.252,1.37,1458,13005,6182,4333,1714,135,151,106,52,0.671,15,60,0.978,0.697,-1
2000,Minnesota Twins,0,5615,748,1516,325,49,116,711,556,1021,90,45,0.27,0.337,0.407,0.744,69,93,5.16,162,35,54,1432.2,1634,880,821,212,516,1042,0.287,1.5,1458,12894,5926,4298,1526,102,155,64,32,0.667,13,68,0.983,0.673,-1
2000,Montreal Expos,1,5535,738,1475,310,35,178,705,476,1048,58,48,0.266,0.326,0.432,0.758,67,95,5.14,162,39,59,1424.2,1575,902,814,181,579,1011,0.282,1.51,1456,12822,6106,4273,1701,132,151,123,37,0.769,20,54,0.978,0.674,-1
2000,New York Mets,1,5486,807,1445,282,20,198,761,675,1037,66,46,0.263,0.346,0.43,0.776,94,68,4.16,162,49,66,1450,1398,738,670,164,574,1164,0.252,1.36,1458,13050,6047,4348,1581,118,121,133,45,0.747,8,34,0.98,0.695,-1
