Year,Team,League,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,W,L,ERA,GS,SV,SVO,IP,H,R,ER,HR,BB,SO,AVG,WHIP,GS,INN,TC,PO,A,E,DP,SB,CS,SBPCT,PB,C_WP,FPCT,DER,Result
1998,Houston Astros,1,5641,874,1578,326,28,166,818,621,1122,155,51,0.28,0.356,0.436,0.792,102,60,3.5,162,44,59,1471.1,1435,620,572,147,465,1187,0.256,1.29,162,1471.1,5278,3446,1747,85,144,,,,9,,0.984,,0
1998,Los Angeles Dodgers,1,5459,669,1374,209,27,159,630,447,1056,135,52,0.252,0.31,0.387,0.698,83,79,3.81,162,47,74,1447.1,1332,678,612,135,587,1178,0.246,1.33,162,1427.2,5232,3415,1701,116,154,,,,8,,0.978,,1
1998,Milwaukee Brewers,1,5541,707,1439,266,17,152,673,532,1039,81,59,0.26,0.33,0.396,0.726,74,88,4.63,162,39,62,1451,1538,812,746,188,550,1063,0.275,1.44,162,1451,5184,3372,1726,86,192,,,,14,,0.983,,0
1998,Minnesota Twins,0,5641,734,1499,285,32,115,691,506,915,112,54,0.266,0.328,0.389,0.717,70,92,4.76,162,42,64,1447.2,1622,818,765,180,457,952,0.284,1.44,162,1447.2,4782,3143,1551,88,135,,,,11,,0.982,,0
1998,Montreal Expos,1,5418,644,1348,280,32,147,602,439,1058,91,46,0.249,0.31,0.394,0.704,65,97,4.39,162,39,52,1427,1448,783,696,156,533,1017,0.264,1.39,162,1427,4964,3188,1653,123,127,,,,18,,0.975,,0
1998,New York Mets,1,5510,706,1425,289,24,136,671,572,1049,62,46,0.259,0.33,0.394,0.724,88,74,3.77,162,46,72,1458,1325,645,611,152,532,1129,0.243,1.27,162,1458,5145,3433,1633,79,151,,,,11,,0.985,,1
1998,New York Yankees,0,5643,965,1625,290,31,207,907,653,1025,153,63,0.288,0.364,0.46,0.825,114,48,3.82,162,48,66,1456.2,1357,656,619,156,466,1080,0.247,1.25,162,1456.2,5013,3320,1611,82,146,,,,12,,0.984,,0
1998,Oakland Athletics,0,5490,804,1413,295,13,149,755,633,1122,131,47,0.257,0.338,0.397,0.735,74,88,4.83,162,39,59,1434,1555,866,769,179,529,922,0.276,1.45,162,1434,4927,3182,1623,122,155,,,,13,,0.975,,0
1998,Philadelphia Phillies,1,5617,713,1482,286,36,126,672,508,1080,97,45,0.264,0.326,0.395,0.721,75,87,4.64,162,32,56,1463,1476,808,754,188,544,1176,0.262,1.38,162,1463,5219,3419,1704,96,131,,,,15,,0.982,,0
1998,San Diego Padres,1,5490,749,1390,292,30,167,715,604,1072,79,37,0.253,0.33,0.409,0.739,98,64,3.63,162,59,76,1454.2,1384,635,587,139,501,1217,0.252,1.3,162,1454.2,5212,3421,1701,90,155,,,,17,,0.983,,0
1998,Tampa Bay Devil Rays,0,5555,620,1450,267,43,111,579,473,1107,120,73,0.261,0.321,0.385,0.706,63,99,4.35,162,28,48,1443,1425,751,698,171,643,1008,0.261,1.43,162,1443,5089,3285,1718,86,178,,,,19,,0.983,,1
1998,Texas Rangers,0,5672,940,1637,314,32,201,894,595,1045,82,47,0.289,0.357,0.462,0.819,88,74,5,162,46,59,1431.1,1624,871,795,164,519,994,0.285,1.5,162,1431.1,4845,3183,1555,107,140,,,,10,,0.978,,1
1998,Kansas City Royals,0,5546,714,1459,274,40,134,686,475,984,135,50,0.263,0.324,0.399,0.724,72,89,5.16,161,46,62,1436.1,1590,899,824,196,568,999,0.281,1.5,161,1436.1,5002,3227,1662,113,172,,,,11,,0.977,,0
1998,Seattle Mariners,0,5628,859,1553,321,28,234,822,558,1081,115,39,0.276,0.345,0.468,0.812,76,85,4.95,161,31,52,1424.1,1530,855,784,196,528,1156,0.273,1.44,161,1424.1,4864,3219,1539,106,139,,,,11,,0.978,,0
1997,Anaheim Angels,0,5628,829,1531,279,25,161,775,617,953,126,72,0.272,0.346,0.416,0.762,84,78,4.52,162,39,66,1454.2,1506,794,730,202,605,1050,0.269,1.45,162,1454.2,4836,3184,1552,100,140,,,,19,,0.979,,0
1997,Atlanta Braves,1,5528,791,1490,268,37,174,755,597,1160,108,58,0.27,0.343,0.426,0.769,101,61,3.18,162,37,53,1465.2,1319,581,518,111,450,1196,0.241,1.21,162,1465.2,5064,3334,1640,90,136,,,,11,,0.982,,0
1997,Baltimore Orioles,0,5584,812,1498,264,22,196,780,586,952,63,26,0.268,0.341,0.429,0.77,98,64,3.91,162,59,69,1461,1404,681,635,164,563,1139,0.253,1.35,162,1461,5058,3335,1642,81,148,,,,7,,0.984,,1
1997,Boston Red Sox,0,5781,851,1684,373,32,185,810,514,1044,68,48,0.291,0.352,0.463,0.815,78,84,4.85,162,40,66,1451.2,1569,857,783,149,611,987,0.277,1.5,162,1451.2,5062,3282,1664,116,179,,,,36,,0.977,,0
1997,Chicago Cubs,1,5489,687,1444,269,39,127,642,451,1003,116,60,0.263,0.321,0.396,0.717,68,94,4.44,162,37,55,1429,1451,759,705,185,590,1072,0.266,1.43,162,1429,4900,3241,1566,93,117,,,,16,,0.981,,0
1997,Cincinnati Reds,1,5484,651,1386,269,27,142,612,518,1113,190,67,0.253,0.321,0.389,0.71,76,86,4.42,162,49,63,1449,1408,764,711,173,558,1159,0.255,1.36,162,1449,4926,3290,1549,87,129,,,,13,,0.982,,0
1997,Colorado Rockies,1,5603,923,1611,269,40,239,869,562,1060,137,65,0.288,0.357,0.478,0.835,83,79,5.25,162,38,60,1432.2,1697,908,836,196,566,870,0.3,1.58,162,1432.2,5394,3384,1914,96,202,,,,5,,0.982,,1
1997,Detroit Tigers,0,5481,784,1415,268,32,176,743,578,1164,161,72,0.258,0.332,0.415,0.747,79,83,4.56,162,42,64,1445.2,1476,790,733,178,552,982,0.266,1.4,162,1445.2,5004,3248,1683,73,146,,,,11,,0.985,,0
1997,Florida Marlins,1,5439,740,1410,272,28,136,703,686,1074,115,58,0.259,0.346,0.395,0.741,92,70,3.83,162,39,59,1446.2,1353,669,615,131,639,1188,0.25,1.38,162,1446.2,5127,3408,1618,101,167,,,,7,,0.98,,1
1997,Houston Astros,1,5502,777,1427,314,40,133,720,633,1085,171,74,0.259,0.344,0.403,0.747,84,78,3.67,162,37,59,1459,1379,660,595,134,511,1138,0.251,1.3,162,1459,5390,3435,1844,111,169,,,,6,,0.979,,1
1997,Los Angeles Dodgers,1,5544,742,1488,242,33,174,706,498,1079,131,64,0.268,0.33,0.418,0.748,88,74,3.63,162,45,65,1459.1,1325,645,588,163,546,1232,0.241,1.28,162,1459.1,4919,3280,1539,100,104,,,,11,,0.98,,0
1997,Minnesota Twins,0,5634,772,1522,305,40,132,730,495,1121,151,52,0.27,0.333,0.409,0.741,68,94,5.02,162,30,49,1434,1596,861,800,187,495,908,0.283,1.46,162,1434,4904,3164,1659,81,170,,,,14,,0.983,,0
1997,Montreal Expos,1,5526,691,1423,339,34,172,659,420,1084,75,46,0.258,0.316,0.425,0.741,78,84,4.14,162,37,55,1447,1365,740,665,149,557,1138,0.25,1.33,162,1447,5115,3338,1667,110,150,,,,13,,0.978,,0
1997,New York Mets,1,5524,777,1448,274,28,153,741,550,1029,97,74,0.262,0.332,0.405,0.737,88,74,3.95,162,49,78,1459.1,1452,709,641,160,504,982,0.262,1.34,162,1459.1,5291,3360,1836,95,165,,,,10,,0.982,,0
1997,New York Yankees,0,5710,891,1636,325,23,161,846,676,954,99,58,0.287,0.362,0.436,0.798,96,66,3.84,162,51,76,1467.2,1463,688,627,144,532,1165,0.26,1.36,162,1467.2,5200,3433,1682,85,156,,,,19,,0.984,,1
1997,Oakland Athletics,0,5589,764,1451,274,23,197,714,642,1181,71,36,0.26,0.339,0.423,0.762,65,97,5.49,162,38,61,1445.1,1734,946,881,197,642,953,0.301,1.64,162,1445.1,5114,3293,1728,93,170,,,,5,,0.982,,0
1997,Philadelphia Phillies,1,5443,668,1390,290,35,116,622,519,1032,92,56,0.255,0.322,0.385,0.707,68,94,4.87,162,35,51,1420.1,1441,840,768,171,616,1209,0.265,1.45,162,1420.1,4825,3224,1514,87,134,,,,16,,0.982,,0
1997,Pittsburgh Pirates,1,5503,725,1440,291,52,129,686,481,1161,160,50,0.262,0.329,0.404,0.733,79,83,4.28,162,41,59,1436,1503,760,683,143,560,1080,0.271,1.44,162,1436,5370,3463,1799,108,149,,,,11,,0.98,,0
1997,San Diego Padres,1,5609,795,1519,275,16,152,761,604,1129,140,60,0.271,0.342,0.407,0.749,76,86,4.98,162,43,63,1450,1581,891,803,172,596,1059,0.28,1.5,162,1450,5248,3356,1783,109,132,,,,8,,0.979,,0
1997,San Francisco Giants,1,5485,784,1415,266,37,172,746,642,1120,121,49,0.258,0.337,0.414,0.751,90,72,4.43,162,45,69,1446,1480,793,712,160,578,1044,0.267,1.42,162,1446,5202,3324,1780,98,157,,,,9,,0.981,,1
1997,Seattle Mariners,0,5614,925,1574,312,21,264,890,626,1110,89,40,0.28,0.355,0.485,0.839,90,72,4.79,162,38,65,1447.2,1500,833,771,192,598,1207,0.267,1.45,162,1447.2,4979,3313,1551,115,143,,,,3,,0.977,,0
1997,St. Louis Cardinals,1,5524,689,1409,269,39,144,654,543,1191,164,60,0.255,0.324,0.396,0.72,73,89,3.88,162,39,58,1455.2,1422,708,628,124,536,1130,0.259,1.35,162,1455.2,5189,3377,1711,101,156,,,,18,,0.981,,0
1997,Texas Rangers,0,5651,807,1547,311,27,187,773,500,1116,72,37,0.274,0.334,0.438,0.771,77,85,4.7,162,33,58,1429.2,1598,823,747,169,541,925,0.283,1.5,162,1429.2,4896,3165,1638,93,155,,,,6,,0.981,,0
1997,Toronto Blue Jays,0,5473,654,1333,275,41,147,627,487,1138,134,50,0.244,0.31,0.389,0.699,76,86,3.93,162,34,55,1442.2,1453,694,630,167,497,1150,0.263,1.35,162,1442.2,4856,3269,1508,79,150,,,,11,,0.984,,1
1997,Chicago White Sox,0,5491,779,1498,260,28,158,740,569,901,106,52,0.273,0.341,0.417,0.758,80,81,4.74,161,52,70,1422.1,1505,833,749,175,575,961,0.271,1.46,161,1422.1,4531,3005,1421,105,131,,,,16,,0.977,,0
1997,Cleveland Indians,0,5556,868,1589,301,22,220,810,617,955,118,59,0.286,0.358,0.467,0.825,86,75,4.73,161,39,54,1425.2,1528,815,749,181,575,1036,0.276,1.48,161,1425.2,5075,3290,1698,87,159,,,,8,,0.983,,0
1997,Kansas City Royals,0,5599,747,1478,256,35,158,711,561,1061,130,66,0.264,0.333,0.407,0.74,67,94,4.71,161,29,50,1443,1530,820,755,186,531,961,0.274,1.43,161,1443,4841,3166,1604,71,168,,,,14,,0.985,,0
1997,Milwaukee Brewers,0,5444,681,1415,294,27,135,643,494,967,103,55,0.26,0.325,0.398,0.723,78,83,4.23,161,44,59,1427.1,1419,742,671,177,542,1016,0.261,1.37,161,1427.1,4982,3269,1614,99,171,,,,11,,0.98,,1
1996,Baltimore Orioles,0,5689,949,1557,299,29,257,914,645,915,76,40,0.274,0.35,0.472,0.822,88,74,5.15,163,44,63,1468.2,1604,903,841,209,597,1047,0.28,1.5,163,1468.2,5101,3327,1695,79,173,,,,14,,0.985,,0
1996,Texas Rangers,0,5702,928,1622,323,32,221,890,660,1041,83,26,0.284,0.358,0.469,0.827,90,72,4.65,163,43,60,1449.1,1569,799,749,168,582,976,0.278,1.48,163,1449.1,4927,3227,1622,78,150,,,,10,,0.984,,0
1996,Atlanta Braves,1,5614,773,1514,264,28,197,735,530,1032,83,43,0.27,0.333,0.432,0.765,96,66,3.54,162,46,63,1469,1372,648,577,120,451,1245,0.247,1.24,162,1469,5318,3428,1782,108,143,,,,11,,0.98,,1
1996,Boston Red Sox,0,5756,928,1631,308,31,209,882,642,1020,91,44,0.283,0.359,0.457,0.816,85,77,5,162,37,61,1458,1606,921,810,185,722,1165,0.279,1.6,162,1458,5074,3362,1601,111,152,,,,23,,0.978,,0
1996,Chicago Cubs,1,5531,772,1388,267,19,175,725,523,1090,108,50,0.251,0.32,0.401,0.721,76,86,4.36,162,34,51,1456.1,1447,771,705,184,546,1027,0.26,1.37,162,1456.1,5165,3344,1738,83,147,,,,13,,0.984,,0
1996,Chicago White Sox,0,5644,898,1586,284,33,195,860,701,927,105,41,0.281,0.36,0.447,0.807,85,77,4.53,162,43,75,1461,1529,794,735,174,616,1039,0.27,1.47,162,1461,4828,3189,1552,87,145,,,,8,,0.982,,1
1996,Cincinnati Reds,1,5455,778,1398,259,36,191,733,604,1134,171,63,0.256,0.331,0.422,0.753,81,81,4.33,162,52,73,1443,1426,773,695,167,591,1089,0.259,1.4,162,1443,5128,3361,1665,102,145,,,,7,,0.98,,0
1996,Colorado Rockies,1,5590,961,1607,297,37,221,909,527,1108,201,66,0.287,0.355,0.472,0.827,83,79,5.6,162,34,64,1422.2,1597,964,885,198,624,932,0.285,1.56,162,1422.2,5361,3352,1881,128,167,,,,19,,0.976,,1
1996,Detroit Tigers,0,5530,783,1413,257,21,204,741,546,1268,87,50,0.256,0.323,0.42,0.743,53,109,6.38,162,22,42,1432.2,1699,1103,1015,241,784,957,0.296,1.73,162,1432.2,4962,3172,1696,94,157,,,,7,,0.981,,0
1996,Florida Marlins,1,5498,688,1413,240,30,150,650,553,1122,99,46,0.257,0.329,0.393,0.722,80,82,3.95,162,41,58,1443,1386,703,634,113,598,1050,0.256,1.37,162,1443,5307,3447,1769,91,187,,,,12,,0.983,,0
1996,Houston Astros,1,5508,753,1445,297,29,129,703,554,1057,180,63,0.262,0.336,0.397,0.733,82,80,4.38,162,35,57,1447,1541,792,704,154,539,1163,0.274,1.44,162,1447,5106,3351,1648,107,130,,,,14,,0.979,,0
1996,Los Angeles Dodgers,1,5538,703,1396,215,33,150,661,516,1190,124,40,0.252,0.316,0.384,0.701,90,72,3.48,162,50,72,1466.1,1378,652,567,125,534,1212,0.249,1.3,162,1466.1,5098,3394,1607,97,143,,,,15,,0.981,,0
1996,Milwaukee Brewers,0,5662,894,1578,304,40,178,845,624,986,101,48,0.279,0.353,0.441,0.794,80,82,5.15,162,42,65,1447.1,1570,899,829,213,635,846,0.278,1.52,162,1447.1,4931,3157,1657,117,180,,,,9,,0.976,,0
1996,Minnesota Twins,0,5673,877,1633,332,47,118,812,576,958,143,53,0.288,0.357,0.425,0.782,78,84,5.3,162,31,52,1439.2,1561,900,848,233,581,959,0.277,1.49,162,1439.2,4651,3094,1477,80,142,,,,11,,0.983,,0
1996,Montreal Expos,1,5505,741,1441,297,27,148,696,492,1077,108,34,0.262,0.327,0.406,0.733,88,74,3.78,162,43,60,1441.1,1353,668,605,152,482,1206,0.247,1.27,162,1441.1,5157,3367,1687,103,121,,,,10,,0.98,,1
1996,New York Mets,1,5618,746,1515,267,47,147,697,445,1069,97,48,0.27,0.324,0.412,0.737,71,91,4.22,162,41,64,1440,1517,779,675,159,532,999,0.272,1.42,162,1440,5035,3238,1675,122,163,,,,10,,0.976,,1
1996,New York Yankees,0,5628,871,1621,293,28,162,830,632,909,96,46,0.288,0.36,0.436,0.796,92,70,4.65,162,52,69,1440,1469,787,744,143,610,1139,0.265,1.44,162,1440,4953,3288,1584,81,146,,,,17,,0.984,,0
1996,Oakland Athletics,0,5630,861,1492,283,21,243,823,640,1114,58,35,0.265,0.344,0.452,0.796,78,84,5.2,162,34,53,1456.1,1638,900,842,205,644,884,0.287,1.57,162,1456.1,5061,3240,1735,86,195,,,,11,,0.983,,0
1996,Philadelphia Phillies,1,5499,650,1405,249,39,132,604,536,1092,117,41,0.256,0.325,0.387,0.712,67,95,4.48,162,42,56,1423.1,1463,790,709,160,510,1044,0.267,1.39,162,1423.1,4817,3172,1552,93,145,,,,10,,0.981,,0
1996,Pittsburgh Pirates,1,5665,776,1509,319,33,138,738,510,989,126,49,0.266,0.329,0.407,0.736,73,89,4.64,162,37,61,1453.1,1602,833,749,183,479,1044,0.281,1.43,162,1453.1,5346,3404,1837,105,144,,,,10,,0.98,,0
1996,San Diego Padres,1,5655,771,1499,285,24,147,718,601,1014,109,55,0.265,0.338,0.402,0.74,91,71,3.72,162,47,66,1489,1395,682,616,138,506,1194,0.248,1.28,162,1489,5326,3474,1753,99,136,,,,14,,0.981,,0
1996,San Francisco Giants,1,5533,752,1400,245,21,153,707,615,1189,113,53,0.253,0.331,0.388,0.719,68,94,4.72,162,35,56,1442.1,1520,862,757,194,570,997,0.273,1.45,162,1442.1,4970,3250,1606,114,165,,,,13,,0.977,,1
1996,St. Louis Cardinals,1,5502,759,1468,281,31,142,711,495,1089,149,58,0.267,0.33,0.407,0.736,88,74,3.98,162,43,66,1452.1,1380,706,642,173,539,1050,0.251,1.32,162,1452.1,5012,3265,1637,110,139,,,,7,,0.978,,0
1996,Toronto Blue Jays,0,5599,766,1451,302,35,177,712,529,1105,116,38,0.259,0.331,0.42,0.752,74,88,4.58,162,35,53,1445.2,1476,809,735,187,610,1033,0.266,1.44,162,1445.2,4926,3258,1575,93,187,,,,16,,0.981,,0
1996,California Angels,0,5686,762,1571,256,24,192,727,527,974,53,39,0.276,0.339,0.431,0.77,70,91,5.31,161,38,53,1439,1546,943,849,219,662,1052,0.275,1.53,161,1439,5013,3231,1675,107,156,,,,12,,0.979,,0
1996,Cleveland Indians,0,5681,952,1665,335,23,218,904,671,844,160,50,0.293,0.369,0.475,0.844,99,62,4.34,161,46,59,1452.1,1530,769,701,173,484,1033,0.271,1.39,161,1452.1,5128,3311,1722,95,156,,,,11,,0.981,,0
1996,Kansas City Royals,0,5542,746,1477,286,38,123,689,529,943,195,85,0.267,0.332,0.398,0.731,75,86,4.55,161,35,52,1450,1563,786,733,176,460,926,0.277,1.4,161,1450,4985,3215,1680,90,184,,,,11,,0.982,,1
1996,Seattle Mariners,0,5668,993,1625,343,19,245,954,670,1052,90,39,0.287,0.366,0.484,0.85,85,76,5.21,161,34,52,1431.2,1562,895,829,216,605,1000,0.279,1.51,161,1431.2,4752,3154,1503,95,155,,,,8,,0.98,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
